School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,TFL,Sk,Fum,Pass Int,Turnovers
USC,2018-09-08,2,@,Stanford,L,17,36,47.2,218,0,37,114,3.1,0,6,,0,2,2
Utah,2018-09-08,2,@,Northern Illinois,W,20,31,64.5,286,0,39,68,1.7,1,7,3,2,0,2
Utah State,2018-09-08,2,,New Mexico State,W,17,31,54.8,172,1,46,274,6.0,3,12,5,1,1,2
UTEP,2018-09-08,2,@,Nevada-Las Vegas,L,11,29,37.9,123,0,37,265,7.2,3,4,2,2,1,3
UTSA,2018-09-08,2,,Baylor,L,18,33,54.5,157,1,26,98,3.8,1,9,3,0,1,1
Vanderbilt,2018-09-08,2,,Nevada,W,24,34,70.6,270,2,39,198,5.1,3,7,3,2,0,2
Virginia,2018-09-08,2,@,Indiana,L,12,25,48.0,106,2,39,188,4.8,0,6,,1,0,1
Virginia Tech,2018-09-08,2,,William & Mary,W,16,23,69.6,281,1,46,305,6.6,7,9,1,1,0,1
Wake Forest,2018-09-08,2,,Towson,W,17,27,63.0,242,2,54,340,6.3,2,8,5,1,1,2
Washington,2018-09-08,2,,North Dakota,W,31,45,68.9,437,3,34,195,5.7,2,4,2,0,2,2
Washington State,2018-09-08,2,,San Jose State,W,35,54,64.8,420,3,31,124,4.0,1,8,5,0,3,3
West Virginia,2018-09-08,2,,Youngstown State,W,22,29,75.9,336,4,46,289,6.3,3,9,1,0,1,1
Western Kentucky,2018-09-08,2,,Maine,L,23,41,56.1,347,3,31,42,1.4,0,8,3,2,0,2
Western Michigan,2018-09-08,2,@,Michigan,L,16,34,47.1,85,0,40,123,3.1,0,5,2,0,1,1
Wisconsin,2018-09-08,2,,New Mexico,W,9,13,69.2,151,2,59,417,7.1,4,6,1,1,1,2
Wyoming,2018-09-08,3,@,Missouri,L,13,28,46.4,160,0,30,88,2.9,1,3,,1,0,1
Coastal Carolina,2018-09-12,3,@,Campbell,W,13,17,76.5,241,4,44,333,7.6,4,6,1,0,1,1
Boston College,2018-09-13,3,@,Wake Forest,W,16,25,64.0,304,5,44,220,5.0,1,7,4,1,0,1
Charlotte,2018-09-13,3,,Old Dominion,W,23,34,67.6,202,2,46,171,3.7,1,4,1,1,0,1
Old Dominion,2018-09-13,3,@,Charlotte,L,16,28,57.1,215,1,28,123,4.4,3,5,1,0,2,2
Utah State,2018-09-13,3,,Tennessee Tech,W,30,35,85.7,291,2,42,330,7.9,7,12,1,2,0,2
Wake Forest,2018-09-13,3,,Boston College,L,20,45,44.4,214,2,60,298,5.0,1,6,1,0,2,2
Georgia State,2018-09-14,3,@,Memphis,L,19,34,55.9,139,0,43,173,4.0,2,3,1,0,1,1
Memphis,2018-09-14,3,,Georgia State,W,19,27,70.4,269,5,35,410,11.7,3,8,2,0,1,1
Akron,2018-09-15,2,@,Northwestern,W,17,28,60.7,277,2,36,90,2.5,0,5,2,0,0,0
Alabama,2018-09-15,3,@,Mississippi,W,19,28,67.9,306,4,44,210,4.8,3,6,4,1,1,2
Arizona,2018-09-15,3,,Southern Utah,W,15,22,68.2,358,5,38,268,7.1,2,7,2,1,0,1
Arizona State,2018-09-15,3,@,San Diego State,L,31,46,67.4,341,2,24,36,1.5,1,7,1,0,0,0
Arkansas,2018-09-15,3,,North Texas,L,20,45,44.4,210,0,32,126,3.9,2,8,2,0,6,6
Arkansas State,2018-09-15,3,@,Tulsa,W,20,33,60.6,191,0,47,218,4.6,2,10,4,1,0,1
Army,2018-09-15,3,,Hawaii,W,6,10,60.0,162,0,66,303,4.6,4,3,3,0,0,0
Auburn,2018-09-15,3,,Louisiana State,L,16,28,57.1,198,1,38,130,3.4,2,7,1,0,2,2
Ball State,2018-09-15,3,@,Indiana,L,14,28,50.0,143,0,39,204,5.2,1,5,,0,1,1
Baylor,2018-09-15,3,,Duke,L,24,42,57.1,270,1,32,130,4.1,2,2,,1,1,2
Boise State,2018-09-15,3,@,Oklahoma State,L,39,56,69.6,380,3,31,34,1.1,0,6,3,1,0,1
Bowling Green State,2018-09-15,3,,Eastern Kentucky,W,28,40,70.0,258,3,40,130,3.3,2,4,4,0,1,1
Brigham Young,2018-09-15,3,@,Wisconsin,W,13,23,56.5,120,1,28,191,6.8,2,3,2,0,0,0
Buffalo,2018-09-15,3,,Eastern Michigan,W,21,26,80.8,325,3,41,164,4.0,2,8,6,1,0,1
California,2018-09-15,3,,Idaho State,W,24,32,75.0,269,4,43,213,5.0,1,5,4,1,1,2
Central Michigan,2018-09-15,3,@,Northern Illinois,L,18,33,54.5,158,1,46,164,3.6,1,4,1,1,1,2
Cincinnati,2018-09-15,3,,Alabama A&M,W,21,26,80.8,332,3,55,409,7.4,5,4,2,0,1,1
Clemson,2018-09-15,3,,Georgia Southern,W,21,31,67.7,286,1,46,309,6.7,4,7,5,1,2,3
Colorado,2018-09-15,3,,New Hampshire,W,17,24,70.8,180,1,51,311,6.1,4,9,5,0,2,2
Colorado State,2018-09-15,4,@,Florida,L,23,41,56.1,240,1,41,73,1.8,0,3,1,3,0,3
Connecticut,2018-09-15,3,,Rhode Island,W,20,27,74.1,319,4,54,265,4.9,4,6,3,2,1,3
Duke,2018-09-15,3,@,Baylor,W,12,30,40.0,174,3,44,225,5.1,1,7,2,0,0,0
Eastern Michigan,2018-09-15,3,@,Buffalo,L,25,38,65.8,348,2,43,142,3.3,2,1,,1,0,1
Florida,2018-09-15,3,,Colorado State,W,8,15,53.3,119,2,29,222,7.7,2,9,5,0,1,1
Florida Atlantic,2018-09-15,3,,Bethune-Cookman,W,19,30,63.3,183,1,61,376,6.2,6,4,1,0,2,2
Florida International,2018-09-15,3,,Massachusetts,W,16,23,69.6,207,2,53,329,6.2,5,6,3,1,1,2
Florida State,2018-09-15,3,@,Syracuse,L,18,37,48.6,178,0,23,62,2.7,1,7,3,0,1,1
Fresno State,2018-09-15,3,@,UCLA,W,22,33,66.7,270,1,49,156,3.2,4,3,1,2,0,2
Georgia,2018-09-15,3,,Middle Tennessee State,W,17,21,81.0,223,4,35,261,7.5,2,2,,0,0,0
Georgia Southern,2018-09-15,3,@,Clemson,L,3,9,33.3,60,0,43,80,1.9,1,2,1,1,0,1
Georgia Tech,2018-09-15,3,@,Pittsburgh,L,6,15,40.0,66,0,56,320,5.7,3,3,,1,1,2
Hawaii,2018-09-15,4,@,Army,L,20,32,62.5,321,2,13,41,3.2,1,2,,0,0,0
Houston,2018-09-15,3,@,Texas Tech,L,31,52,59.6,462,5,40,173,4.3,2,4,1,0,0,0
Illinois,2018-09-15,3,N,South Florida,L,20,31,64.5,168,0,48,212,4.4,1,4,1,1,0,1
Indiana,2018-09-15,3,,Ball State,W,24,32,75.0,202,0,44,255,5.8,4,7,3,1,0,1
Iowa,2018-09-15,3,,Northern Iowa,W,25,31,80.6,338,2,50,207,4.1,3,3,3,0,2,2
Iowa State,2018-09-15,2,,Oklahoma,L,25,36,69.4,360,2,29,87,3.0,1,7,1,0,1,1
Kansas,2018-09-15,3,,Rutgers,W,15,25,60.0,144,1,48,400,8.3,4,5,,0,0,0
Kansas State,2018-09-15,3,,Texas-San Antonio,W,14,19,73.7,285,3,44,164,3.7,2,4,1,2,0,2
Kent State,2018-09-15,3,@,Penn State,L,21,40,52.5,180,1,37,41,1.1,0,4,1,0,0,0
Kentucky,2018-09-15,3,,Murray State,W,24,31,77.4,283,2,43,245,5.7,4,5,1,0,0,0
Louisiana,2018-09-15,2,@,Mississippi State,L,23,34,67.6,245,1,26,65,2.5,0,7,2,0,1,1
Louisiana-Monroe,2018-09-15,3,@,Texas A&M,L,15,28,53.6,225,1,29,103,3.6,0,3,1,0,1,1
Louisville,2018-09-15,3,,Western Kentucky,W,10,21,47.6,88,0,38,204,5.4,2,4,3,0,1,1
LSU,2018-09-15,3,@,Auburn,W,15,35,42.9,249,1,42,121,2.9,1,6,1,0,0,0
Maryland,2018-09-15,3,,Temple,L,8,21,38.1,63,0,31,132,4.3,0,6,,0,2,2
Massachusetts,2018-09-15,4,@,Florida International,L,15,32,46.9,224,1,34,199,5.9,2,4,,1,2,3
Miami (FL),2018-09-15,3,@,Toledo,W,13,23,56.5,205,2,53,268,5.1,5,13,4,0,0,0
Miami (OH),2018-09-15,3,@,Minnesota,L,11,23,47.8,108,0,31,91,2.9,0,10,3,2,1,3
Michigan,2018-09-15,3,,Southern Methodist,W,14,18,77.8,237,3,41,197,4.8,2,8,2,0,1,1
Middle Tennessee State,2018-09-15,3,@,Georgia,L,20,30,66.7,130,1,38,158,4.2,0,5,2,1,1,2
Minnesota,2018-09-15,3,,Miami (OH),W,14,26,53.8,177,3,44,118,2.7,0,4,2,1,1,2
Mississippi State,2018-09-15,3,,Louisiana,W,16,24,66.7,276,2,47,331,7.0,6,8,2,0,1,1
Missouri,2018-09-15,3,@,Purdue,W,26,43,60.5,375,3,46,233,5.1,1,6,1,0,1,1
Navy,2018-09-15,3,,Lehigh,W,6,14,42.9,145,0,62,484,7.8,6,2,1,1,1,2
Nebraska,2018-09-15,2,,Troy,L,19,27,70.4,177,2,48,187,3.9,0,8,3,1,2,3
Nevada,2018-09-15,3,,Oregon State,W,18,37,48.6,201,2,30,156,5.2,2,11,5,0,1,1
New Mexico,2018-09-15,3,@,New Mexico State,W,12,19,63.2,127,0,62,198,3.2,5,9,3,1,1,2
New Mexico State,2018-09-15,4,,New Mexico,L,22,40,55.0,249,1,36,119,3.3,1,6,3,0,5,5
North Texas,2018-09-15,3,@,Arkansas,W,24,46,52.2,281,1,29,95,3.3,2,8,5,1,0,1
Northern Illinois,2018-09-15,3,,Central Michigan,W,12,20,60.0,104,3,48,180,3.8,0,5,3,0,1,1
Northwestern,2018-09-15,3,,Akron,L,37,58,63.8,405,3,36,86,2.4,2,4,,1,2,3
Notre Dame,2018-09-15,3,,Vanderbilt,W,16,26,61.5,135,1,48,245,5.1,1,4,1,0,0,0
Ohio,2018-09-15,2,N,Virginia,L,16,31,51.6,246,2,30,118,3.9,2,4,3,2,0,2
Ohio State,2018-09-15,3,N,Texas Christian,W,24,38,63.2,344,2,42,182,4.3,1,7,3,0,0,0
Oklahoma,2018-09-15,3,@,Iowa State,W,21,29,72.4,348,3,39,171,4.4,1,7,1,1,0,1
Oklahoma State,2018-09-15,3,,Boise State,W,16,27,59.3,246,1,38,176,4.6,3,10,7,0,0,0
Ole Miss,2018-09-15,3,,Alabama,L,7,22,31.8,133,1,37,115,3.1,0,6,1,1,2,3
Oregon,2018-09-15,3,,San Jose State,W,16,36,44.4,309,3,49,134,2.7,2,6,4,0,2,2
Oregon State,2018-09-15,3,@,Nevada,L,35,56,62.5,459,2,40,81,2.0,3,7,1,1,2,3
Penn State,2018-09-15,3,,Kent State,W,14,25,56.0,346,3,45,297,6.6,6,15,7,0,1,1
Pitt,2018-09-15,3,,Georgia Tech,W,16,23,69.6,197,0,31,138,4.5,3,5,1,0,1,1
Purdue,2018-09-15,3,,Missouri,L,39,55,70.9,572,3,16,42,2.6,1,4,1,0,1,1
Rutgers,2018-09-15,3,@,Kansas,L,14,31,45.2,124,0,33,150,4.5,1,5,,3,3,6
San Diego State,2018-09-15,3,,Arizona State,W,12,24,50.0,129,1,58,311,5.4,2,8,3,1,0,1
San Jose State,2018-09-15,3,@,Oregon,L,20,41,48.8,267,1,28,29,1.0,1,5,1,0,2,2
SMU,2018-09-15,3,@,Michigan,L,19,34,55.9,209,3,31,110,3.5,0,4,1,0,1,1
South Alabama,2018-09-15,3,,Texas State,W,24,33,72.7,266,2,27,116,4.3,2,10,3,3,0,3
South Florida,2018-09-15,3,N,Illinois,W,23,40,57.5,411,2,44,215,4.9,1,11,5,0,2,2
Stanford,2018-09-15,3,,California-Davis,W,17,33,51.5,214,2,33,137,4.2,1,4,,0,2,2
Syracuse,2018-09-15,3,,Florida State,W,18,31,58.1,219,1,57,222,3.9,2,7,4,0,0,0
Temple,2018-09-15,3,@,Maryland,W,16,28,57.1,264,2,52,165,3.2,2,9,7,0,1,1
Tennessee,2018-09-15,3,,Texas-El Paso,W,13,19,68.4,167,1,50,345,6.9,2,7,2,2,0,2
Texas,2018-09-15,3,,Southern California,W,16,34,47.1,234,2,48,160,3.3,1,11,3,1,0,1
Texas A&M,2018-09-15,3,,Louisiana-Monroe,W,19,27,70.4,249,1,45,281,6.2,4,6,4,0,0,0
Texas Christian,2018-09-15,3,N,Ohio State,L,24,40,60.0,308,1,36,203,5.6,3,7,1,1,2,3
Texas State,2018-09-15,3,@,South Alabama,L,17,32,53.1,214,2,52,158,3.0,2,7,,1,2,3
Texas Tech,2018-09-15,3,,Houston,W,43,59,72.9,605,5,41,99,2.4,4,6,1,1,0,1
Toledo,2018-09-15,2,,Miami (FL),L,13,23,56.5,222,2,36,112,3.1,1,3,,0,1,1
Troy,2018-09-15,3,@,Nebraska,W,14,21,66.7,110,0,34,143,4.2,2,10,3,1,1,2
Tulane,2018-09-15,3,@,Alabama-Birmingham,L,7,26,26.9,180,2,40,175,4.4,1,3,,2,1,3
Tulsa,2018-09-15,3,,Arkansas State,L,19,27,70.4,172,1,42,167,4.0,1,7,3,2,1,3
UAB,2018-09-15,3,,Tulane,W,12,27,44.4,180,1,56,269,4.8,2,10,6,0,2,2
UCLA,2018-09-15,3,,Fresno State,L,10,24,41.7,151,1,31,119,3.8,1,4,1,2,2,4
UNLV,2018-09-15,3,,Prairie View A&M,W,11,21,52.4,130,1,64,318,5.0,5,5,4,2,1,3
USC,2018-09-15,3,@,Texas,L,30,48,62.5,322,0,16,-5,-0.3,2,5,2,0,1,1
Utah,2018-09-15,3,,Washington,L,20,39,51.3,138,0,29,123,4.2,1,7,1,2,1,3
UTEP,2018-09-15,3,@,Tennessee,L,9,23,39.1,39,0,28,95,3.4,0,4,2,0,0,0
UTSA,2018-09-15,3,@,Kansas State,L,19,34,55.9,157,2,39,143,3.7,0,9,3,1,0,1
Vanderbilt,2018-09-15,3,@,Notre Dame,L,26,43,60.5,326,1,27,94,3.5,1,5,,2,1,3
Virginia,2018-09-15,3,N,Ohio,W,25,30,83.3,379,3,31,173,5.6,3,7,3,3,0,3
Washington,2018-09-15,3,@,Utah,W,14,24,58.3,155,1,41,172,4.2,2,4,2,0,1,1
Washington State,2018-09-15,3,,Eastern Washington,W,51,65,78.5,524,3,15,41,2.7,4,3,2,0,0,0
Western Kentucky,2018-09-15,3,@,Louisville,L,25,38,65.8,260,1,43,168,3.9,1,8,1,0,1,1
Western Michigan,2018-09-15,3,,Delaware State,W,23,33,69.7,286,2,41,241,5.9,4,8,2,0,0,0
Wisconsin,2018-09-15,3,,Brigham Young,L,18,28,64.3,190,0,43,204,4.7,3,6,1,0,1,1
Wyoming,2018-09-15,4,,Wofford,W,25,42,59.5,224,2,27,89,3.3,0,2,1,0,1,1
Temple,2018-09-20,4,,Tulsa,W,8,21,38.1,109,0,36,191,5.3,2,9,6,0,2,2
Tulsa,2018-09-20,4,@,Temple,L,22,41,53.7,195,0,66,208,3.2,2,6,,2,3,5
Florida Atlantic,2018-09-21,4,@,Central Florida,L,14,27,51.9,127,1,50,320,6.4,4,2,1,0,3,3
Illinois,2018-09-21,4,,Penn State,L,18,31,58.1,166,2,45,245,5.4,1,2,2,0,2,2
Penn State,2018-09-21,4,@,Illinois,W,13,20,65.0,204,3,51,387,7.6,6,6,1,1,1,2
UCF,2018-09-21,3,,Florida Atlantic,W,21,32,65.6,306,3,50,239,4.8,4,7,,0,0,0
USC,2018-09-21,4,,Washington State,W,17,26,65.4,241,3,31,113,3.6,2,4,1,0,0,0
Washington State,2018-09-21,4,@,Southern California,L,37,52,71.2,344,3,24,91,3.8,2,6,2,0,0,0
Air Force,2018-09-22,3,@,Utah State,L,11,21,52.4,148,0,86,323,3.8,3,2,1,1,0,1
Akron,2018-09-22,3,@,Iowa State,L,12,28,42.9,153,1,31,91,2.9,0,7,1,0,1,1
Alabama,2018-09-22,4,,Texas A&M,W,25,33,75.8,415,4,28,109,3.9,2,10,7,0,0,0
Appalachian State,2018-09-22,3,,Gardner-Webb,W,20,27,74.1,260,2,48,432,9.0,6,8,2,0,0,0
Arizona,2018-09-22,4,@,Oregon State,W,9,17,52.9,152,2,51,442,8.7,3,11,3,1,0,1
Arizona State,2018-09-22,4,@,Washington,L,17,27,63.0,104,0,40,164,4.1,2,3,1,1,0,1
Arkansas,2018-09-22,4,@,Auburn,L,13,32,40.6,141,0,38,149,3.9,0,9,4,1,1,2
Arkansas State,2018-09-22,4,,Nevada-Las Vegas,W,19,27,70.4,199,3,36,197,5.5,1,7,3,1,0,1
Army,2018-09-22,4,@,Oklahoma,L,3,9,33.3,40,0,78,339,4.3,3,2,1,0,2,2
Auburn,2018-09-22,4,,Arkansas,W,15,22,68.2,134,0,36,91,2.5,3,7,2,0,0,0
Ball State,2018-09-22,4,,Western Kentucky,L,27,45,60.0,285,1,29,120,4.1,1,3,1,0,0,0
Baylor,2018-09-22,4,,Kansas,W,20,29,69.0,257,3,39,190,4.9,0,9,4,0,0,0
Boston College,2018-09-22,4,@,Purdue,L,15,29,51.7,144,1,34,85,2.5,1,9,5,0,4,4
Bowling Green State,2018-09-22,4,,Miami (OH),L,33,50,66.0,300,3,34,85,2.5,0,5,,1,0,1
Brigham Young,2018-09-22,4,,McNeese State,W,16,27,59.3,130,1,42,161,3.8,2,4,2,1,0,1
Buffalo,2018-09-22,4,@,Rutgers,W,14,28,50.0,263,3,36,182,5.1,3,8,2,0,2,2
Central Michigan,2018-09-22,4,,Maine,W,7,16,43.8,82,1,41,95,2.3,1,15,6,1,1,2
Charlotte,2018-09-22,4,@,Massachusetts,L,23,36,63.9,283,3,41,81,2.0,1,3,1,1,0,1
Cincinnati,2018-09-22,4,,Ohio,W,19,31,61.3,274,2,34,150,4.4,3,5,1,0,1,1
Clemson,2018-09-22,4,@,Georgia Tech,W,19,30,63.3,232,4,36,248,6.9,2,10,4,0,2,2
Coastal Carolina,2018-09-22,4,@,Louisiana,W,12,17,70.6,186,2,56,311,5.6,2,7,3,1,0,1
Colorado State,2018-09-22,5,,Illinois State,L,24,44,54.5,257,3,31,134,4.3,0,1,,0,2,2
Connecticut,2018-09-22,4,@,Syracuse,L,19,29,65.5,217,2,39,178,4.6,1,3,1,2,1,3
Duke,2018-09-22,4,,North Carolina Central,W,20,39,51.3,256,4,59,372,6.3,4,10,2,1,0,1
East Carolina,2018-09-22,3,@,South Florida,L,22,50,44.0,256,0,46,156,3.4,1,7,6,0,1,1
Eastern Michigan,2018-09-22,4,@,San Diego State,L,17,27,63.0,236,1,39,119,3.1,1,10,4,1,1,2
Florida,2018-09-22,4,@,Tennessee,W,10,19,52.6,186,3,34,201,5.9,3,9,1,1,0,1
Florida International,2018-09-22,4,@,Miami (FL),L,13,28,46.4,170,2,24,17,0.7,0,4,2,0,1,1
Florida State,2018-09-22,4,,Northern Illinois,W,23,32,71.9,352,2,57,121,2.1,2,6,4,3,1,4
Georgia,2018-09-22,4,@,Missouri,W,13,23,56.5,260,3,40,185,4.6,0,2,2,0,1,1
Georgia State,2018-09-22,4,,Western Michigan,L,19,29,65.5,285,0,30,58,1.9,2,2,,2,1,3
Georgia Tech,2018-09-22,4,,Clemson,L,3,8,37.5,57,1,56,146,2.6,2,1,1,1,0,1
Hawaii,2018-09-22,5,,Duquesne,W,24,40,60.0,273,5,37,245,6.6,1,9,3,1,1,2
Houston,2018-09-22,4,,Texas Southern,W,33,49,67.3,386,5,41,285,7.0,5,7,1,0,1,1
Indiana,2018-09-22,4,,Michigan State,L,32,46,69.6,272,2,32,29,0.9,0,9,3,0,2,2
Iowa,2018-09-22,4,,Wisconsin,L,14,23,60.9,256,2,31,148,4.8,0,3,1,2,1,3
Iowa State,2018-09-22,3,,Akron,W,26,34,76.5,233,1,35,132,3.8,1,9,4,2,0,2
Kansas,2018-09-22,4,@,Baylor,L,16,27,59.3,149,1,28,122,4.4,0,7,3,0,0,0
Kansas State,2018-09-22,4,@,West Virginia,L,18,29,62.1,227,0,36,91,2.5,0,1,1,1,0,1
Kent State,2018-09-22,4,@,Mississippi,L,25,43,58.1,242,1,41,148,3.6,1,6,2,1,1,2
Kentucky,2018-09-22,4,,Mississippi State,W,8,14,57.1,71,0,47,229,4.9,4,4,3,0,1,1
Liberty,2018-09-22,3,,North Texas,L,16,40,40.0,222,1,42,122,2.9,0,6,1,0,1,1
Louisiana,2018-09-22,3,,Coastal Carolina,L,10,18,55.6,143,1,31,238,7.7,3,4,2,0,0,0
Louisiana Tech,2018-09-22,3,@,Louisiana State,L,27,50,54.0,330,3,26,87,3.3,0,4,1,1,1,2
Louisiana-Monroe,2018-09-22,4,,Troy,L,29,48,60.4,290,2,36,200,5.6,2,5,2,0,1,1
Louisville,2018-09-22,4,@,Virginia,L,16,28,57.1,148,0,29,66,2.3,0,4,1,1,2,3
LSU,2018-09-22,4,,Louisiana Tech,W,16,28,57.1,191,0,48,218,4.5,5,6,2,1,0,1
Marshall,2018-09-22,3,,North Carolina State,L,22,43,51.2,270,1,22,54,2.5,0,6,1,1,2,3
Maryland,2018-09-22,4,,Minnesota,W,10,14,71.4,117,1,37,315,8.5,4,9,4,0,0,0
Massachusetts,2018-09-22,5,,Charlotte,W,12,19,63.2,189,2,35,142,4.1,4,12,4,1,0,1
Memphis,2018-09-22,4,,South Alabama,W,22,30,73.3,292,2,46,271,5.9,5,6,2,0,0,0
Miami (FL),2018-09-22,4,,Florida International,W,20,29,69.0,240,3,49,248,5.1,1,11,2,1,1,2
Miami (OH),2018-09-22,4,@,Bowling Green State,W,10,15,66.7,119,2,52,289,5.6,3,13,5,0,0,0
Michigan,2018-09-22,4,,Nebraska,W,18,31,58.1,206,2,45,285,6.3,4,14,4,0,1,1
Michigan State,2018-09-22,3,@,Indiana,W,15,26,57.7,219,2,40,131,3.3,2,9,5,2,2,4
Minnesota,2018-09-22,4,@,Maryland,L,14,32,43.8,169,1,40,94,2.4,0,4,1,1,2,3
Mississippi State,2018-09-22,4,@,Kentucky,L,16,32,50.0,145,0,28,56,2.0,1,15,5,0,1,1
Missouri,2018-09-22,4,,Georgia,L,23,48,47.9,221,0,37,172,4.6,4,4,,2,1,3
Navy,2018-09-22,4,@,Southern Methodist,L,1,4,25.0,25,1,78,349,4.5,3,5,1,3,0,3
Nebraska,2018-09-22,3,@,Michigan,L,13,24,54.2,93,0,30,39,1.3,1,5,1,1,1,2
Nevada,2018-09-22,4,@,Toledo,L,29,50,58.0,320,1,35,262,7.5,5,8,3,1,1,2
New Mexico State,2018-09-22,5,@,Texas-El Paso,W,9,18,50.0,156,1,34,155,4.6,0,10,8,1,0,1
North Carolina,2018-09-22,3,,Pittsburgh,W,22,31,71.0,313,2,40,173,4.3,3,5,3,1,0,1
North Carolina State,2018-09-22,3,@,Marshall,W,23,40,57.5,377,1,36,125,3.5,2,5,1,1,0,1
North Texas,2018-09-22,4,@,Liberty,W,16,27,59.3,185,2,47,346,7.4,5,8,3,0,0,0
Northern Illinois,2018-09-22,4,@,Florida State,L,20,41,48.8,215,2,20,6,0.3,1,10,2,0,0,0
Notre Dame,2018-09-22,4,@,Wake Forest,W,25,36,69.4,325,2,40,241,6.0,6,10,3,1,0,1
Ohio,2018-09-22,3,@,Cincinnati,L,12,27,44.4,178,1,45,234,5.2,2,3,,1,1,2
Ohio State,2018-09-22,4,,Tulane,W,31,38,81.6,419,5,38,151,4.0,2,14,4,0,0,0
Oklahoma,2018-09-22,4,,Army,W,11,15,73.3,165,3,25,190,7.6,1,5,,0,1,1
Oklahoma State,2018-09-22,4,,Texas Tech,L,18,38,47.4,258,1,24,128,5.3,1,6,3,1,1,2
Old Dominion,2018-09-22,4,,Virginia Tech,W,30,50,60.0,495,4,34,137,4.0,3,6,4,0,0,0
Ole Miss,2018-09-22,4,,Kent State,W,28,38,73.7,442,2,37,209,5.6,3,15,7,0,1,1
Oregon,2018-09-22,4,,Stanford,L,26,33,78.8,346,1,49,178,3.6,3,5,2,1,1,2
Oregon State,2018-09-22,4,,Arizona,L,18,26,69.2,141,2,44,97,2.2,0,3,2,0,0,0
Pitt,2018-09-22,4,@,North Carolina,L,19,33,57.6,174,2,36,228,6.3,3,7,1,1,0,1
Purdue,2018-09-22,4,,Boston College,W,21,28,75.0,296,3,41,76,1.9,1,8,4,2,0,2
Rice,2018-09-22,4,@,Southern Mississippi,L,13,26,50.0,125,2,29,137,4.7,1,2,1,0,2,2
Rutgers,2018-09-22,4,,Buffalo,L,18,37,48.6,168,0,38,116,3.1,1,5,,0,0,0
San Diego State,2018-09-22,4,,Eastern Michigan,W,12,22,54.5,176,2,37,174,4.7,0,4,1,0,1,1
SMU,2018-09-22,4,,Navy,W,24,32,75.0,166,3,37,158,4.3,0,10,3,1,0,1
South Alabama,2018-09-22,4,@,Memphis,L,24,32,75.0,360,3,36,107,3.0,2,6,1,2,0,2
South Carolina,2018-09-22,3,@,Vanderbilt,W,19,28,67.9,261,1,48,273,5.7,3,8,2,2,1,3
South Florida,2018-09-22,4,,East Carolina,W,12,20,60.0,181,1,32,115,3.6,2,5,1,1,0,1
Southern Mississippi,2018-09-22,3,,Rice,W,25,34,73.5,428,4,31,138,4.5,1,2,,0,1,1
Stanford,2018-09-22,4,@,Oregon,W,19,26,73.1,327,3,24,71,3.0,1,7,4,0,0,0
Syracuse,2018-09-22,4,,Connecticut,W,22,32,68.8,295,2,46,341,7.4,3,10,6,1,0,1
Tennessee,2018-09-22,4,,Florida,L,10,25,40.0,208,0,52,161,3.1,2,4,2,4,2,6
Texas,2018-09-22,4,,Texas Christian,W,22,32,68.8,255,2,45,112,2.5,2,5,,0,0,0
Texas A&M,2018-09-22,4,@,Alabama,L,23,44,52.3,263,1,28,130,4.6,1,7,,0,2,2
Texas Christian,2018-09-22,4,@,Texas,L,20,39,51.3,231,1,32,141,4.4,0,8,3,1,3,4
Texas State,2018-09-22,4,@,Texas-San Antonio,L,17,28,60.7,222,2,25,26,1.0,1,6,1,1,2,3
Texas Tech,2018-09-22,4,@,Oklahoma State,W,35,46,76.1,397,2,46,224,4.9,3,7,2,0,2,2
Toledo,2018-09-22,3,,Nevada,W,16,25,64.0,230,5,46,230,5.0,2,7,1,1,0,1
Troy,2018-09-22,4,@,Louisiana-Monroe,W,27,32,84.4,329,3,35,140,4.0,2,5,2,0,0,0
Tulane,2018-09-22,4,@,Ohio State,L,10,16,62.5,156,0,41,107,2.6,1,5,3,0,0,0
UNLV,2018-09-22,4,@,Arkansas State,L,5,21,23.8,23,0,49,310,6.3,3,4,3,1,3,4
Utah State,2018-09-22,4,,Air Force,W,26,38,68.4,356,2,24,133,5.5,4,7,2,2,0,2
UTEP,2018-09-22,4,,New Mexico State,L,10,16,62.5,194,1,64,235,3.7,1,6,2,2,1,3
UTSA,2018-09-22,4,,Texas State,W,19,35,54.3,127,1,41,145,3.5,0,8,5,1,0,1
Vanderbilt,2018-09-22,4,,South Carolina,L,19,40,47.5,192,1,33,92,2.8,1,2,1,1,1,2
Virginia,2018-09-22,4,,Louisville,W,17,26,65.4,197,2,39,204,5.2,1,7,4,0,1,1
Virginia Tech,2018-09-22,3,@,Old Dominion,L,17,34,50.0,282,3,49,318,6.5,2,5,3,0,1,1
Wake Forest,2018-09-22,4,,Notre Dame,L,16,31,51.6,139,0,61,259,4.2,3,2,1,0,1,1
Washington,2018-09-22,4,,Arizona State,W,15,23,65.2,202,3,39,171,4.4,0,3,,0,1,1
West Virginia,2018-09-22,3,,Kansas State,W,25,36,69.4,356,5,28,108,3.9,0,10,4,1,3,4
Western Kentucky,2018-09-22,4,@,Ball State,W,25,35,71.4,252,2,40,192,4.8,2,4,1,0,0,0
