School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Pass Comp,Pass Att,Pass Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Total Plays,Total Yards,Total Yards Avg,Total TD,Total Points,Point Diff
Texas St.,128,2012-09-08,2,,Texas Tech,49,L,13,31,41.9,141,1,30,129,4.3,0,61,270,4.4,1,10,-48
Texas Tech,49,2012-09-08,2,@,Texas St.,128,W,33,44,75.0,405,5,23,186,8.1,1,67,591,8.8,7,58,48
Toledo,81,2012-09-08,2,@,Wyoming,94,W,25,41,61.0,300,4,44,204,4.6,0,85,504,5.9,4,34,3
Troy,129,2012-09-08,2,,Louisiana,126,L,50,75,66.7,528,2,27,60,2.2,1,102,588,5.8,3,24,-13
Tulane,11,2012-09-08,2,@,Tulsa,12,L,15,29,51.7,170,1,29,7,0.2,0,58,177,3.1,1,10,-35
Tulsa,12,2012-09-08,2,,Tulane,11,W,17,32,53.1,287,2,55,364,6.6,4,87,651,7.5,6,45,35
Central Florida,1,2012-09-08,2,@,Ohio St.,36,L,25,41,61.0,249,2,23,103,4.5,0,64,352,5.5,2,16,-15
UCLA,102,2012-09-08,2,,Nebraska,34,W,22,38,57.9,309,4,56,344,6.1,0,94,653,6.9,4,36,6
UNLV,92,2012-09-08,2,,Northern Arizona,137,L,16,30,53.3,239,0,47,189,4.0,2,77,428,5.6,2,14,-3
USC,103,2012-09-08,2,@,Syracuse,23,W,23,30,76.7,187,6,33,258,7.8,0,63,445,7.1,6,42,13
UTEP,62,2012-09-08,2,@,Ole Miss,116,L,27,40,67.5,274,1,30,37,1.2,0,70,311,4.4,1,10,-18
UTSA,63,2012-09-08,2,,Texas A&M-Commerce,397,W,12,22,54.5,159,1,41,172,4.2,2,63,331,5.3,3,27,11
Vanderbilt,120,2012-09-08,2,@,Northwestern,35,L,17,33,51.5,217,1,34,101,3.0,0,67,318,4.7,1,13,-10
Virginia,24,2012-09-08,2,,Penn State,37,W,23,36,63.9,263,2,25,32,1.3,0,61,295,4.8,2,17,1
Virginia Tech,25,2012-09-08,2,,Austin Peay,201,W,18,26,69.2,232,2,38,187,4.9,4,64,419,6.5,6,42,35
Wake Forest,26,2012-09-08,2,,North Carolina,21,W,28,39,71.8,362,0,34,64,1.9,4,73,426,5.8,4,28,1
Washington,105,2012-09-08,2,@,LSU,113,L,17,36,47.2,157,0,24,26,1.1,0,60,183,3.1,0,3,-38
Washington St.,106,2012-09-08,2,,Eastern Washington,132,W,25,37,67.6,247,2,30,108,3.6,1,67,355,5.3,3,24,4
Western Kentucky,64,2012-09-08,2,@,Alabama,107,L,20,31,64.5,178,0,28,46,1.6,0,59,224,3.8,0,0,-35
Western Michigan,82,2012-09-08,2,,Eastern Illinois,202,W,33,46,71.7,402,5,47,229,4.9,2,93,631,6.8,7,52,31
Wisconsin,40,2012-09-08,2,@,Oregon St.,100,L,20,38,52.6,172,1,23,35,1.5,0,61,207,3.4,1,7,-3
Wyoming,94,2012-09-08,2,,Toledo,81,L,22,32,68.8,342,3,36,184,5.1,0,68,526,7.7,3,31,-3
Rutgers,39,2012-09-13,3,@,South Florida,9,W,23,43,53.5,277,1,42,147,3.5,1,85,424,5.0,2,23,10
South Florida,9,2012-09-13,3,,Rutgers,39,L,15,33,45.5,242,0,29,95,3.3,1,62,337,5.4,1,13,-10
UNLV,92,2012-09-14,3,,Washington St.,106,L,33,50,66.0,357,3,33,109,3.3,0,83,466,5.6,3,27,-8
Washington St.,106,2012-09-14,3,@,UNLV,92,W,26,45,57.8,378,4,21,83,4.0,1,66,461,7.0,5,35,8
Akron,71,2012-09-15,3,,Morgan State,177,W,44,59,74.6,565,6,38,188,4.9,2,97,753,7.8,9,66,60
Alabama,107,2012-09-15,3,@,Arkansas,108,W,14,20,70.0,213,1,45,225,5.0,6,65,438,6.7,7,52,52
Arizona,95,2012-09-15,3,,South Carolina State,181,W,36,46,78.3,366,4,56,323,5.8,4,102,689,6.8,8,56,56
Arizona St.,96,2012-09-15,3,@,Missouri,115,L,16,27,59.3,183,1,37,113,3.1,2,64,296,4.6,3,20,-4
Arkansas,108,2012-09-15,3,,Alabama,107,L,11,25,44.0,79,0,37,58,1.6,0,62,137,2.2,0,0,-52
Arkansas St.,122,2012-09-15,3,@,Nebraska,34,L,16,32,50.0,138,0,37,148,4.0,0,69,286,4.1,1,13,-29
Army,65,2012-09-15,2,,Northern Illinois,79,L,1,4,25.0,8,0,86,486,5.7,6,90,494,5.5,6,40,-1
Auburn,109,2012-09-15,3,,UL Monroe,130,W,11,19,57.9,163,2,42,255,6.1,2,61,418,6.9,4,31,3
Ball St.,72,2012-09-15,3,@,Indiana,28,W,27,45,60.0,234,4,44,206,4.7,1,89,440,4.9,5,41,2
Baylor,41,2012-09-15,2,,Sam Houston State,244,W,24,41,58.5,312,3,39,232,5.9,2,80,544,6.8,6,48,25
Boise St.,84,2012-09-15,2,,Miami (OH),78,W,24,31,77.4,304,2,45,295,6.6,3,76,599,7.9,5,39,27
Boston College,13,2012-09-15,3,@,Northwestern,35,L,24,44,54.5,291,1,21,25,1.2,0,65,316,4.9,1,13,-9
Bowling Green,73,2012-09-15,3,@,Toledo,81,L,24,36,66.7,216,0,29,135,4.7,2,65,351,5.4,2,15,-12
BYU,66,2012-09-15,3,@,Utah,104,L,17,37,45.9,206,2,42,106,2.5,1,79,312,3.9,3,21,-3
California,97,2012-09-15,3,@,Ohio St.,36,L,27,38,71.1,288,1,41,224,5.5,3,79,512,6.5,4,28,-7
Cincinnati,2,2012-09-15,2,,Delaware State,174,W,20,27,74.1,208,2,49,259,5.3,1,76,467,6.1,3,23,16
Clemson,14,2012-09-15,3,,Furman,230,W,23,34,67.6,314,2,34,184,5.4,3,68,498,7.3,5,41,34
Colorado,98,2012-09-15,3,@,Fresno St.,86,L,11,31,35.5,173,1,40,110,2.8,1,71,283,4.0,2,14,-55
Colorado St.,85,2012-09-15,3,@,San Jose St.,91,L,24,42,57.1,297,2,24,89,3.7,1,66,386,5.8,3,20,-20
Connecticut,3,2012-09-15,3,@,Maryland,30,W,11,17,64.7,70,0,40,153,3.8,2,57,223,3.9,3,24,3
Duke,15,2012-09-15,3,,North Carolina Central,180,W,25,35,71.4,280,4,29,128,4.4,1,64,408,6.4,7,54,37
East Carolina,4,2012-09-15,3,@,Southern Miss,60,W,13,27,48.1,171,1,33,57,1.7,1,60,228,3.8,3,24,10
Eastern Michigan,76,2012-09-15,3,@,Purdue,38,L,14,29,48.3,144,0,38,174,4.6,1,67,318,4.7,2,16,-38
Florida,110,2012-09-15,3,@,Tennessee,118,W,14,20,70.0,219,2,43,336,7.8,2,63,555,8.8,4,37,17
Florida Atlantic,52,2012-09-15,3,@,Georgia,111,L,18,33,54.5,183,1,38,135,3.6,1,71,318,4.5,3,20,-36
Florida Intl,53,2012-09-15,3,@,Central Florida,1,L,13,29,44.8,154,1,34,152,4.5,2,63,306,4.9,3,20,-13
Florida St.,16,2012-09-15,3,,Wake Forest,26,W,19,28,67.9,227,2,45,385,8.6,4,73,612,8.4,7,52,52
Fresno St.,86,2012-09-15,3,,Colorado,98,W,20,29,69.0,377,5,38,288,7.6,3,67,665,9.9,10,69,55
Georgia,111,2012-09-15,3,,Florida Atlantic,52,W,15,21,71.4,385,2,42,328,7.8,5,63,713,11.3,8,56,36
Georgia Tech,17,2012-09-15,3,,Virginia,24,W,7,12,58.3,133,1,50,461,9.2,7,62,594,9.6,8,56,36
Hawaii,87,2012-09-15,2,,Lamar,240,W,15,23,65.2,150,3,48,219,4.6,2,71,369,5.2,7,54,52
Houston,5,2012-09-15,3,@,UCLA,102,L,28,60,46.7,249,0,19,139,7.3,1,79,388,4.9,1,6,-31
Idaho,133,2012-09-15,3,@,LSU,113,L,23,36,63.9,174,2,26,39,1.5,0,62,213,3.4,2,14,-49
Illinois,27,2012-09-15,3,,Charleston Southern,145,W,30,37,81.1,365,5,30,114,3.8,1,67,479,7.1,6,44,44
Indiana,28,2012-09-15,3,,Ball St.,72,L,37,55,67.3,423,4,32,135,4.2,1,87,558,6.4,5,39,-2
Iowa,29,2012-09-15,3,,Northern Iowa,186,W,18,28,64.3,228,0,43,201,4.7,3,71,429,6.0,3,27,11
Iowa St.,42,2012-09-15,3,,Western Illinois,190,W,23,35,65.7,240,3,41,264,6.4,2,76,504,6.6,5,37,34
Kansas,43,2012-09-15,3,,TCU,47,L,19,39,48.7,303,0,26,77,3.0,0,65,380,5.8,0,6,-14
Kansas St.,44,2012-09-15,3,,North Texas,57,W,15,20,75.0,230,2,28,143,5.1,2,48,373,7.8,5,35,14
Kentucky,112,2012-09-15,3,,Western Kentucky,64,L,37,61,60.7,332,2,19,41,2.2,2,80,373,4.7,4,31,-1
Louisiana,126,2012-09-15,3,@,Oklahoma St.,46,L,21,42,50.0,266,1,25,110,4.4,2,67,376,5.6,3,24,-41
Louisiana Tech,54,2012-09-15,2,,Rice,59,W,19,24,79.2,276,4,48,333,6.9,4,72,609,8.5,8,56,19
UL Monroe,130,2012-09-15,2,@,Auburn,109,L,29,48,60.4,245,3,41,165,4.0,1,89,410,4.6,4,28,-3
Louisville,18,2012-09-15,3,,North Carolina,21,W,23,28,82.1,279,3,43,183,4.3,2,71,462,6.5,5,39,5
LSU,113,2012-09-15,3,,Idaho,133,W,17,23,73.9,222,2,39,250,6.4,5,62,472,7.6,9,63,49
Marshall,55,2012-09-15,3,,Ohio,80,L,44,65,67.7,432,3,22,59,2.7,0,87,491,5.6,3,24,-3
Maryland,30,2012-09-15,3,,Connecticut,3,L,10,24,41.7,109,1,40,96,2.4,2,64,205,3.2,3,21,-3
Massachusetts,68,2012-09-15,3,@,Michigan,31,L,15,30,50.0,147,0,36,112,3.1,0,66,259,3.9,1,13,-50
Memphis,6,2012-09-15,3,,Middle Tennessee,56,L,26,37,70.3,325,2,33,74,2.2,2,70,399,5.7,4,30,-18
Miami (FL),19,2012-09-15,3,,Bethune-Cookman,173,W,20,35,57.1,211,1,29,215,7.4,3,64,426,6.7,5,38,28
Miami (OH),78,2012-09-15,3,@,Boise St.,84,L,21,28,75.0,178,1,23,49,2.1,0,51,227,4.5,1,12,-27
Michigan,31,2012-09-15,3,,Massachusetts,68,W,16,25,64.0,291,3,43,294,6.8,6,68,585,8.6,9,63,50
Michigan St.,32,2012-09-15,3,,Notre Dame,70,L,23,45,51.1,187,0,25,50,2.0,0,70,237,3.4,0,3,-17
Middle Tennessee,56,2012-09-15,3,@,Memphis,6,W,23,31,74.2,260,2,45,179,4.0,3,76,439,5.8,6,48,18
Minnesota,33,2012-09-15,3,,Western Michigan,82,W,13,24,54.2,217,4,43,180,4.2,0,67,397,5.9,4,28,5
Mississippi St.,114,2012-09-15,3,@,Troy,129,W,11,26,42.3,244,3,35,213,6.1,1,61,457,7.5,4,30,6
Missouri,115,2012-09-15,3,,Arizona St.,96,W,22,42,52.4,192,0,46,126,2.7,3,88,318,3.6,3,24,4
Navy,7,2012-09-15,2,@,Penn State,37,L,13,23,56.5,126,0,60,245,4.1,1,83,371,4.5,1,7,-27
Nebraska,34,2012-09-15,3,,Arkansas St.,122,W,13,14,92.9,180,2,59,347,5.9,4,73,527,7.2,6,42,29
Nevada,88,2012-09-15,3,,Northwestern State,243,W,21,33,63.6,237,1,50,418,8.4,5,83,655,7.9,6,45,11
New Mexico,89,2012-09-15,3,@,Texas Tech,49,L,6,12,50.0,43,0,35,84,2.4,1,47,127,2.7,2,14,-35
New Mexico State,69,2012-09-15,3,@,UTEP,62,L,20,47,42.6,290,3,35,112,3.2,1,82,402,4.9,4,28,-13
North Carolina,21,2012-09-15,3,@,Louisville,18,L,26,41,63.4,363,5,17,47,2.8,0,58,410,7.1,5,34,-5
NC State,20,2012-09-15,3,,South Alabama,127,W,24,34,70.6,257,3,43,127,3.0,1,77,384,5.0,4,31,24
North Texas,57,2012-09-15,3,@,Kansas St.,44,L,25,28,89.3,208,1,40,145,3.6,2,68,353,5.2,3,21,-14
Northern Illinois,79,2012-09-15,3,@,Army,65,W,18,27,66.7,342,4,26,173,6.7,2,53,515,9.7,6,41,1
Northwestern,35,2012-09-15,3,,Boston College,13,W,30,40,75.0,267,0,60,293,4.9,1,100,560,5.6,1,22,9
Notre Dame,70,2012-09-15,3,@,Michigan St.,32,W,14,32,43.8,178,1,34,122,3.6,1,66,300,4.5,2,20,17
Ohio,80,2012-09-15,3,@,Marshall,55,W,20,35,57.1,200,3,52,199,3.8,0,87,399,4.6,3,27,3
Ohio St.,36,2012-09-15,3,,California,97,W,16,30,53.3,249,4,33,163,4.9,1,63,412,6.5,5,35,7
Oklahoma St.,46,2012-09-15,3,,Louisiana,126,W,26,37,70.3,412,4,59,330,5.6,4,96,742,7.7,8,65,41
Ole Miss,116,2012-09-15,3,,Texas,48,L,17,30,56.7,229,1,34,170,5.0,2,64,399,6.2,4,31,-35
Oregon,99,2012-09-15,3,,Tennessee Tech,208,W,23,33,69.7,328,4,45,324,7.2,5,78,652,8.4,9,63,49
Penn State,37,2012-09-15,3,,Navy,7,W,13,21,61.9,231,4,28,110,3.9,0,49,341,7.0,5,34,27
Pittsburgh,22,2012-09-15,3,,Virginia Tech,25,W,19,28,67.9,283,3,55,254,4.6,2,83,537,6.5,5,35,18
Purdue,38,2012-09-15,3,,Eastern Michigan,76,W,19,31,61.3,184,2,42,392,9.3,6,73,576,7.9,8,54,38
Rice,59,2012-09-15,3,@,Louisiana Tech,54,L,20,34,58.8,205,2,55,272,4.9,3,89,477,5.4,5,37,-19
San Diego St.,90,2012-09-15,3,,North Dakota,164,W,11,19,57.9,241,3,42,292,7.0,3,61,533,8.7,7,49,8
San Jose St.,91,2012-09-15,3,,Colorado St.,85,W,29,36,80.6,429,4,41,139,3.4,1,77,568,7.4,5,40,20
SMU,8,2012-09-15,3,,Texas A&M,119,L,23,49,46.9,203,0,25,106,4.2,0,74,309,4.2,0,3,-45
South Alabama,127,2012-09-15,3,@,NC State,20,L,24,36,66.7,263,1,23,51,2.2,0,59,314,5.3,1,7,-24
South Carolina,117,2012-09-15,3,,UAB,61,W,15,27,55.6,322,3,31,179,5.8,3,58,501,8.6,7,49,43
Southern Miss,60,2012-09-15,2,,East Carolina,4,L,17,35,48.6,233,1,43,91,2.1,1,78,324,4.2,2,14,-10
Stanford,101,2012-09-15,3,,USC,103,W,15,32,46.9,215,2,37,202,5.5,1,69,417,6.0,3,21,7
Syracuse,23,2012-09-15,3,,Stony Brook,160,W,22,35,62.9,335,3,45,214,4.8,1,80,549,6.9,4,28,11
Tennessee,118,2012-09-15,3,,Florida,110,L,22,44,50.0,257,2,28,83,3.0,1,72,340,4.7,3,20,-17
Texas,48,2012-09-15,3,@,Ole Miss,116,W,19,24,79.2,326,4,54,350,6.5,4,78,676,8.7,9,66,35
Texas A&M,119,2012-09-15,2,@,SMU,8,W,28,45,62.2,380,4,42,225,5.4,3,87,605,7.0,7,48,45
TCU,47,2012-09-15,2,@,Kansas,43,W,24,30,80.0,335,2,38,152,4.0,0,68,487,7.2,2,20,14
Texas Tech,49,2012-09-15,3,,New Mexico,89,W,33,45,73.3,377,6,45,325,7.2,1,90,702,7.8,7,49,35
Toledo,81,2012-09-15,3,,Bowling Green,73,W,21,29,72.4,322,1,39,130,3.3,2,68,452,6.6,3,27,12
Troy,129,2012-09-15,3,,Mississippi St.,114,L,34,47,72.3,349,0,40,223,5.6,3,87,572,6.6,3,24,-6
Tulsa,12,2012-09-15,3,,Nicholls State,242,W,19,34,55.9,233,2,45,333,7.4,7,79,566,7.2,9,66,50
UAB,61,2012-09-15,2,@,South Carolina,117,L,20,37,54.1,240,0,42,27,0.6,0,79,267,3.4,0,6,-43
Central Florida,1,2012-09-15,3,,Florida Intl,53,W,21,32,65.6,261,3,40,170,4.3,1,72,431,6.0,4,33,13
UCLA,102,2012-09-15,3,,Houston,5,W,27,42,64.3,320,2,56,247,4.4,1,98,567,5.8,4,37,31
USC,103,2012-09-15,3,@,Stanford,101,L,20,41,48.8,254,0,27,26,1.0,2,68,280,4.1,2,14,-7
Utah,104,2012-09-15,3,,BYU,66,W,18,27,66.7,196,2,35,49,1.4,0,62,245,4.0,3,24,3
Utah St.,93,2012-09-15,3,@,Wisconsin,40,L,18,35,51.4,181,2,35,127,3.6,0,70,308,4.4,2,14,-2
UTEP,62,2012-09-15,3,,New Mexico State,69,W,23,36,63.9,310,4,37,177,4.8,2,73,487,6.7,6,41,13
UTSA,63,2012-09-15,3,@,Georgia St.,125,W,18,25,72.0,217,2,54,225,4.2,3,79,442,5.6,5,38,24
Vanderbilt,120,2012-09-15,3,,Presbyterian,151,W,13,20,65.0,195,1,46,410,8.9,5,66,605,9.2,7,58,58
Virginia,24,2012-09-15,3,@,Georgia Tech,17,L,21,33,63.6,199,3,28,98,3.5,0,61,297,4.9,3,20,-36
Virginia Tech,25,2012-09-15,3,@,Pittsburgh,22,L,14,31,45.2,265,1,26,59,2.3,0,57,324,5.7,2,17,-18
Wake Forest,26,2012-09-15,3,@,Florida St.,16,L,10,24,41.7,83,0,35,43,1.2,0,59,126,2.1,0,0,-52
Washington,105,2012-09-15,3,,Portland State,139,W,17,25,68.0,220,3,49,209,4.3,2,74,429,5.8,7,52,39
West Virginia,50,2012-09-15,2,N,James Madison,155,W,38,48,79.2,448,5,26,121,4.7,1,74,569,7.7,6,42,30
Western Kentucky,64,2012-09-15,3,@,Kentucky,112,W,16,22,72.7,160,1,51,163,3.2,3,73,323,4.4,4,32,1
Western Michigan,82,2012-09-15,3,@,Minnesota,33,L,24,44,54.5,209,1,38,165,4.3,2,82,374,4.6,3,23,-5
Wisconsin,40,2012-09-15,3,,Utah St.,93,W,7,16,43.8,78,0,45,156,3.5,1,61,234,3.8,2,16,2
Wyoming,94,2012-09-15,3,,Cal Poly,131,L,15,23,65.2,123,0,39,137,3.5,3,62,260,4.2,3,22,-2
Buffalo,74,2012-09-19,3,,Kent State,77,L,5,26,19.2,113,1,39,168,4.3,0,65,281,4.3,1,7,-16
Kent State,77,2012-09-19,3,@,Buffalo,74,W,13,28,46.4,165,0,53,239,4.5,2,81,404,5.0,2,23,16
Boise St.,84,2012-09-20,3,,BYU,66,W,15,26,57.7,145,0,40,116,2.9,0,66,261,4.0,1,7,1
BYU,66,2012-09-20,4,@,Boise St.,84,L,8,19,42.1,61,0,39,139,3.6,1,58,200,3.4,1,6,-1
Baylor,41,2012-09-21,3,@,UL Monroe,130,W,28,41,68.3,380,4,47,169,3.6,2,88,549,6.2,6,47,5
UL Monroe,130,2012-09-21,3,,Baylor,41,L,28,42,66.7,298,2,43,262,6.1,4,85,560,6.6,6,42,-5
Air Force,83,2012-09-22,3,@,UNLV,92,L,3,9,33.3,90,0,65,352,5.4,5,74,442,6.0,5,35,-3
Akron,71,2012-09-22,4,@,Tennessee,118,L,27,49,55.1,229,0,26,115,4.4,1,75,344,4.6,2,26,-21
Alabama,107,2012-09-22,4,,Florida Atlantic,52,W,16,26,61.5,247,3,47,256,5.4,1,73,503,6.9,4,40,33
Arizona,95,2012-09-22,4,@,Oregon,99,L,27,52,51.9,243,0,32,89,2.8,0,84,332,4.0,0,0,-49
Arizona St.,96,2012-09-22,4,,Utah,104,W,23,31,74.2,372,3,43,140,3.3,1,74,512,6.9,4,37,30
Arkansas,108,2012-09-22,4,,Rutgers,39,L,20,39,51.3,419,3,19,73,3.8,0,58,492,8.5,3,26,-9
Arkansas St.,122,2012-09-22,4,,Alcorn State,249,W,14,16,87.5,238,3,56,396,7.1,4,72,634,8.8,8,56,56
Army,65,2012-09-22,3,@,Wake Forest,26,L,3,6,50.0,77,1,77,429,5.6,4,83,506,6.1,5,37,-12
Auburn,109,2012-09-22,4,,LSU,113,L,13,22,59.1,97,0,30,86,2.9,1,52,183,3.5,1,10,-2
Ball St.,72,2012-09-22,4,,South Florida,9,W,24,36,66.7,244,2,35,169,4.8,2,71,413,5.8,4,31,4
Bowling Green,73,2012-09-22,4,@,Virginia Tech,25,L,14,42,33.3,133,0,26,133,5.1,0,68,266,3.9,0,0,-37
California,97,2012-09-22,4,@,USC,103,L,18,34,52.9,173,0,36,77,2.1,0,70,250,3.6,0,9,-18
Central Michigan,75,2012-09-22,3,@,Iowa,29,W,26,35,74.3,283,2,34,111,3.3,1,69,394,5.7,3,32,1
Clemson,14,2012-09-22,4,@,Florida St.,16,L,22,39,56.4,290,4,38,136,3.6,1,77,426,5.5,5,37,-12
Colorado,98,2012-09-22,4,@,Washington St.,106,W,29,42,69.0,345,2,38,186,4.9,3,80,531,6.6,5,35,1
Colorado St.,85,2012-09-22,4,,Utah St.,93,L,22,40,55.0,224,2,34,107,3.1,0,74,331,4.5,2,19,-12
Connecticut,3,2012-09-22,4,@,Western Michigan,82,L,28,44,63.6,333,3,34,92,2.7,0,78,425,5.4,3,24,-6
Duke,15,2012-09-22,4,,Memphis,6,W,27,40,67.5,323,4,44,177,4.0,1,84,500,6.0,5,38,24
East Carolina,4,2012-09-22,4,@,North Carolina,21,L,17,30,56.7,124,0,33,109,3.3,0,63,233,3.7,0,6,-21
Eastern Michigan,76,2012-09-22,4,@,Michigan St.,32,L,13,26,50.0,137,1,29,46,1.6,0,55,183,3.3,1,7,-16
Florida,110,2012-09-22,4,,Kentucky,112,W,18,27,66.7,203,1,45,200,4.4,3,72,403,5.6,5,38,38
Florida Atlantic,52,2012-09-22,4,@,Alabama,107,L,7,13,53.8,34,1,32,76,2.4,0,45,110,2.4,1,7,-33
Florida Intl,53,2012-09-22,4,,Louisville,18,L,19,26,73.1,198,1,34,128,3.8,2,60,326,5.4,3,21,-7
Florida St.,16,2012-09-22,4,,Clemson,14,W,27,35,77.1,380,2,40,287,7.2,5,75,667,8.9,7,49,12
Fresno St.,86,2012-09-22,4,@,Tulsa,12,L,26,44,59.1,231,1,37,133,3.6,1,81,364,4.5,4,26,-1
Georgia,111,2012-09-22,4,,Vanderbilt,120,W,19,26,73.1,265,2,47,302,6.4,5,73,567,7.8,7,48,45
Georgia Tech,17,2012-09-22,4,,Miami (FL),19,L,3,8,37.5,132,0,58,287,4.9,5,66,419,6.3,5,36,-6
Hawaii,87,2012-09-22,3,,Nevada,88,L,22,40,55.0,234,2,34,144,4.2,1,74,378,5.1,3,24,-45
Idaho,133,2012-09-22,4,,Wyoming,94,L,34,48,70.8,321,3,39,203,5.2,1,87,524,6.0,4,37,-3
Illinois,27,2012-09-22,4,,Louisiana Tech,54,L,27,37,73.0,205,1,41,119,2.9,2,78,324,4.2,3,24,-28
Iowa,29,2012-09-22,4,,Central Michigan,75,L,16,25,64.0,215,1,28,215,7.7,3,53,430,8.1,4,31,-1
Kansas,43,2012-09-22,4,@,Northern Illinois,79,L,11,27,40.7,150,0,45,179,4.0,2,72,329,4.6,3,23,-7
Kansas St.,44,2012-09-22,4,@,Oklahoma,45,W,13,21,61.9,149,0,44,213,4.8,2,65,362,5.6,3,24,5
Kentucky,112,2012-09-22,4,@,Florida,110,L,8,27,29.6,60,0,32,159,5.0,0,59,219,3.7,0,0,-38
Louisiana Tech,54,2012-09-22,3,@,Illinois,27,W,15,22,68.2,284,4,37,119,3.2,2,59,403,6.8,7,52,28
Louisville,18,2012-09-22,4,@,Florida Intl,53,W,19,36,52.8,194,2,31,129,4.2,2,67,323,4.8,4,28,7
LSU,113,2012-09-22,4,@,Auburn,109,W,15,27,55.6,169,0,44,182,4.1,1,71,351,4.9,1,12,2
Marshall,55,2012-09-22,4,@,Rice,59,W,28,39,71.8,259,2,50,334,6.7,6,89,593,6.7,8,54,3
Maryland,30,2012-09-22,4,@,West Virginia,50,L,20,30,66.7,305,3,35,46,1.3,0,65,351,5.4,3,21,-10
Massachusetts,68,2012-09-22,4,@,Miami (OH),78,L,19,40,47.5,213,0,50,258,5.2,2,90,471,5.2,2,16,-11
Memphis,6,2012-09-22,4,@,Duke,15,L,13,22,59.1,81,0,28,71,2.5,1,50,152,3.0,2,14,-24
Miami (FL),19,2012-09-22,4,@,Georgia Tech,17,W,31,52,59.6,436,2,32,173,5.4,3,84,609,7.3,5,42,6
Miami (OH),78,2012-09-22,4,,Massachusetts,68,W,12,22,54.5,192,3,42,216,5.1,1,64,408,6.4,4,27,11
Michigan,31,2012-09-22,4,@,Notre Dame,70,L,13,25,52.0,138,0,41,161,3.9,0,66,299,4.5,0,6,-7
Michigan St.,32,2012-09-22,4,,Eastern Michigan,76,W,16,29,55.2,159,1,44,269,6.1,1,73,428,5.9,2,23,16
Minnesota,33,2012-09-22,4,,Syracuse,23,W,16,30,53.3,231,0,41,106,2.6,2,71,337,4.7,2,17,7
Mississippi St.,114,2012-09-22,4,,South Alabama,127,W,14,29,48.3,200,0,37,156,4.2,3,66,356,5.4,3,30,20
Missouri,115,2012-09-22,4,@,South Carolina,117,L,18,26,69.2,146,1,32,109,3.4,0,58,255,4.4,1,10,-21
Navy,7,2012-09-22,3,,VMI,233,W,7,14,50.0,107,0,51,403,7.9,4,65,510,7.8,5,41,38
Nebraska,34,2012-09-22,4,,Idaho State,134,W,12,18,66.7,184,3,52,385,7.4,5,70,569,8.1,10,73,66
Nevada,88,2012-09-22,4,@,Hawaii,87,W,14,20,70.0,220,2,56,355,6.3,7,76,575,7.6,10,69,45
New Mexico,89,2012-09-22,4,@,New Mexico State,69,W,11,18,61.1,92,0,54,302,5.6,3,72,394,5.5,3,27,13
New Mexico State,69,2012-09-22,4,,New Mexico,89,L,22,34,64.7,256,1,20,78,3.9,1,54,334,6.2,2,14,-13
North Carolina,21,2012-09-22,4,,East Carolina,4,W,27,43,62.8,321,2,29,129,4.4,1,72,450,6.3,3,27,21
NC State,20,2012-09-22,4,,Citadel,228,W,19,25,76.0,233,1,51,282,5.5,5,76,515,6.8,7,52,38
North Texas,57,2012-09-22,4,,Troy,129,L,12,29,41.4,236,1,43,186,4.3,0,72,422,5.9,1,7,-7
Northern Illinois,79,2012-09-22,4,,Kansas,43,W,23,35,65.7,235,2,46,220,4.8,2,81,455,5.6,4,30,7
Northwestern,35,2012-09-22,4,,South Dakota,187,W,12,15,80.0,131,0,53,277,5.2,5,68,408,6.0,5,38,31
Notre Dame,70,2012-09-22,4,,Michigan,31,W,11,19,57.9,145,0,31,94,3.0,1,50,239,4.8,1,13,7
Ohio,80,2012-09-22,4,,Norfolk State,178,W,14,20,70.0,199,4,48,179,3.7,1,68,378,5.6,5,44,34
Ohio St.,36,2012-09-22,4,,UAB,61,W,12,20,60.0,143,0,37,204,5.5,4,57,347,6.1,4,29,14
Oklahoma,45,2012-09-22,3,,Kansas St.,44,L,28,43,65.1,299,1,27,87,3.2,1,70,386,5.5,2,19,-5
Ole Miss,116,2012-09-22,4,,Tulane,11,W,12,23,52.2,146,1,53,304,5.7,4,76,450,5.9,5,39,39
Oregon,99,2012-09-22,4,,Arizona,95,W,21,36,58.3,267,2,53,228,4.3,2,89,495,5.6,6,49,49
Oregon St.,100,2012-09-22,2,@,UCLA,102,W,24,35,68.6,379,2,41,122,3.0,1,76,501,6.6,3,27,7
Penn State,37,2012-09-22,4,,Temple,10,W,24,36,66.7,318,1,42,178,4.2,2,78,496,6.4,3,24,11
Pittsburgh,22,2012-09-22,4,,Gardner-Webb,146,W,20,26,76.9,397,3,37,229,6.2,4,63,626,9.9,7,55,45
Rice,59,2012-09-22,4,,Marshall,55,L,23,43,53.5,346,3,50,301,6.0,3,93,647,7.0,6,51,-3
Rutgers,39,2012-09-22,4,@,Arkansas,108,W,25,35,71.4,397,5,39,128,3.3,0,74,525,7.1,5,35,9
San Diego St.,90,2012-09-22,4,,San Jose St.,91,L,17,29,58.6,213,2,55,271,4.9,2,84,484,5.8,4,34,-4
San Jose St.,91,2012-09-22,4,@,San Diego St.,90,W,22,32,68.8,290,4,23,77,3.3,0,55,367,6.7,5,38,4
