School,Team Code,Date,G,Loc,Opponent,Team Code opp,WL,Points For,Points Against,Points Difference,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Pass Int,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Turnovers,Total TD,Pass Comp opp,Pass Att opp,Comp Pct opp,Pass Yard opp,Pass TD opp,Rush Att opp,Rush Yard opp,Rush Avg opp,Rush TD opp,Fum opp,Pass Int opp,Turnovers opp,Total TD opp
Colorado St.,85,2001-09-08,2,,Nevada,88,W,35,18,17,11,20,55.0,235,2,1,39,182,4.7,3,2,3,5,26,46,56.5,273,1,36,138,3.8,1,1,3,4,2
Connecticut,3,2001-09-08,2,,Eastern Washington,132,L,17,35,-18,9,21,42.9,104,0,1,40,90,2.3,2,0,1,2,28,42,66.7,384,4,30,146,4.9,1,0,1,1,5
Duke,15,2001-09-08,2,@,Rice,59,L,13,15,-2,15,26,57.7,189,1,1,42,139,3.3,1,2,3,2,11,18,61.1,116,0,57,154,2.7,2,1,0,1,2
East Carolina,4,2001-09-08,2,@,Tulane,11,W,51,24,27,11,22,50.0,220,1,0,45,319,7.1,4,0,0,6,29,53,54.7,288,3,38,141,3.7,0,2,2,4,3
Eastern Michigan,76,2001-09-08,2,@,Maryland,30,L,3,50,-47,15,30,50.0,100,0,2,29,24,0.8,0,0,2,0,16,25,64.0,196,1,52,280,5.4,6,1,0,1,7
Florida,110,2001-09-08,2,,UL Monroe,130,W,55,6,49,33,49,67.3,432,4,1,31,168,5.4,3,2,3,7,11,26,42.3,78,0,21,27,1.3,1,1,0,1,1
Florida St.,16,2001-09-08,2,,UAB,61,W,29,7,22,15,23,65.2,246,1,0,41,135,3.3,2,0,0,3,13,27,48.1,149,0,29,83,2.9,1,1,1,2,1
Fresno St.,86,2001-09-08,3,@,Wisconsin,40,W,32,20,12,22,38,57.9,240,2,1,46,174,3.8,0,0,1,3,13,31,41.9,246,1,34,128,3.8,1,0,2,2,2
Georgia,111,2001-09-08,2,,South Carolina,117,L,9,14,-5,21,35,60.0,169,0,2,39,113,2.9,0,0,2,0,19,29,65.5,193,1,36,43,1.2,1,1,0,1,2
Georgia Tech,17,2001-09-08,3,@,Navy,7,W,70,7,63,15,19,78.9,291,3,1,54,270,5.0,6,0,1,10,11,26,42.3,111,0,40,106,2.7,1,3,2,5,1
Hawaii,87,2001-09-08,1,,Montana,135,W,30,12,18,31,54,57.4,435,2,2,28,90,3.2,2,1,3,4,24,47,51.1,232,1,35,165,4.7,0,2,1,3,1
Idaho,133,2001-09-08,2,@,Arizona,95,L,29,36,-7,30,49,61.2,366,4,1,37,113,3.1,0,1,2,4,21,35,60.0,310,2,36,181,5.0,3,1,0,1,5
Illinois,27,2001-09-08,2,,Northern Illinois,79,W,17,12,5,17,34,50.0,241,2,0,37,102,2.8,0,0,0,2,17,44,38.6,159,1,44,214,4.9,0,0,2,2,1
Iowa,29,2001-09-08,2,,Miami (OH),78,W,44,19,25,22,32,68.8,270,4,1,40,141,3.5,1,0,1,6,10,20,50.0,223,2,38,165,4.3,1,1,2,3,3
Iowa St.,42,2001-09-08,1,,Northern Iowa,186,W,45,0,45,9,18,50.0,88,0,0,45,249,5.5,6,1,1,6,10,30,33.3,116,0,41,183,4.5,0,1,6,7,0
Kansas,43,2001-09-08,2,,UCLA,102,L,17,41,-24,12,33,36.4,156,0,2,36,86,2.4,2,1,3,2,13,19,68.4,183,1,61,292,4.8,3,3,0,3,5
Kansas St.,44,2001-09-08,1,@,USC,103,W,10,6,4,7,16,43.8,26,0,1,57,340,6.0,1,1,2,1,16,36,44.4,197,0,30,100,3.3,1,1,0,1,1
Kent State,77,2001-09-08,2,,Bucknell,210,W,38,17,21,10,26,38.5,145,2,0,44,212,4.8,2,1,1,5,25,51,49.0,179,1,39,240,6.2,1,3,2,5,2
Kentucky,112,2001-09-08,2,,Ball St.,72,W,28,20,8,15,22,68.2,215,2,0,28,146,5.2,2,1,1,4,19,35,54.3,170,2,51,257,5.0,0,0,0,0,2
Louisiana,126,2001-09-08,2,@,Minnesota,33,L,14,44,-30,18,35,51.4,126,1,0,26,30,1.2,0,1,1,2,15,28,53.6,202,2,61,331,5.4,3,1,1,2,5
Louisiana Tech,54,2001-09-08,2,@,Oklahoma St.,46,L,23,30,-7,29,54,53.7,286,1,2,26,13,0.5,0,1,3,2,11,22,50.0,137,0,48,165,3.4,2,2,1,3,3
UL Monroe,130,2001-09-08,2,@,Florida,110,L,6,55,-49,11,26,42.3,78,0,0,21,27,1.3,1,1,1,1,33,49,67.3,432,4,31,168,5.4,3,2,1,3,7
Louisville,18,2001-09-08,3,,Western Carolina,234,W,31,7,24,14,25,56.0,218,0,0,32,176,5.5,3,1,1,4,12,22,54.5,104,0,52,173,3.3,1,1,1,2,1
LSU,113,2001-09-08,2,,Utah St.,93,W,31,14,17,13,24,54.2,229,0,0,43,275,6.4,4,3,3,4,30,52,57.7,235,1,24,91,3.8,1,2,2,4,2
Marshall,55,2001-09-08,2,,Massachusetts,68,W,49,20,29,21,32,65.6,331,5,1,32,214,6.7,2,1,2,7,13,38,34.2,144,1,55,215,3.9,2,2,0,2,3
Maryland,30,2001-09-08,2,,Eastern Michigan,76,W,50,3,47,16,25,64.0,196,1,0,52,280,5.4,6,1,1,7,15,30,50.0,100,0,29,24,0.8,0,0,2,2,0
Memphis,6,2001-09-08,2,,Chattanooga,227,W,43,10,33,20,29,69.0,198,3,0,43,245,5.7,3,0,0,6,20,46,43.5,201,0,29,30,1.0,1,0,1,1,1
Miami (FL),19,2001-09-08,2,,Rutgers,39,W,61,0,61,14,26,53.8,315,2,1,42,227,5.4,4,1,2,8,9,22,40.9,62,0,40,64,1.6,0,5,1,6,0
Miami (OH),78,2001-09-08,2,@,Iowa,29,L,19,44,-25,10,20,50.0,223,2,2,38,165,4.3,1,1,3,3,22,32,68.8,270,4,40,141,3.5,1,0,1,1,6
Michigan,31,2001-09-08,2,@,Washington,105,L,18,23,-5,26,45,57.8,248,2,2,37,124,3.4,0,0,2,2,13,22,59.1,199,0,35,69,2.0,0,0,0,0,2
Michigan St.,32,2001-09-08,1,,Central Michigan,75,W,35,21,14,18,29,62.1,290,3,1,49,196,4.0,2,2,3,5,18,36,50.0,122,1,40,165,4.1,0,1,2,3,3
Middle Tennessee,56,2001-09-08,2,,Troy,129,W,54,17,37,20,28,71.4,328,2,1,55,313,5.7,6,1,2,8,25,42,59.5,268,2,27,61,2.3,0,0,2,2,2
Minnesota,33,2001-09-08,2,,Louisiana,126,W,44,14,30,15,28,53.6,202,2,1,61,331,5.4,3,1,2,5,18,35,51.4,126,1,26,30,1.2,0,1,0,1,2
Missouri,115,2001-09-08,2,,,,W,40,6,34,13,26,50.0,103,2,0,51,238,4.7,2,2,2,5,8,12,66.7,93,0,34,23,0.7,1,1,1,2,1
Navy,7,2001-09-08,2,,Georgia Tech,17,L,7,70,-63,11,26,42.3,111,0,2,40,106,2.7,1,3,5,1,15,19,78.9,291,3,54,270,5.0,6,0,1,1,10
Nebraska,34,2001-09-08,3,,Notre Dame,70,W,27,10,17,6,9,66.7,88,1,0,52,182,3.5,2,2,2,3,16,32,50.0,119,0,30,43,1.4,1,2,2,4,1
Nevada,88,2001-09-08,2,@,Colorado St.,85,L,18,35,-17,26,46,56.5,273,1,3,36,138,3.8,1,1,4,2,11,20,55.0,235,2,39,182,4.7,3,2,1,3,5
New Mexico,89,2001-09-08,2,@,Texas Tech,49,L,30,42,-12,11,24,45.8,122,1,0,47,210,4.5,3,1,1,4,30,49,61.2,364,3,28,62,2.2,0,0,2,2,5
New Mexico State,69,2001-09-08,3,,Oregon St.,100,L,22,27,-5,15,29,51.7,206,1,0,43,161,3.7,2,1,1,3,16,27,59.3,207,0,46,217,4.7,3,0,1,1,3
North Carolina,21,2001-09-08,3,@,Texas,48,L,14,44,-30,10,30,33.3,116,0,3,38,95,2.5,2,0,3,2,17,37,45.9,167,0,35,159,4.5,3,2,0,2,5
North Texas,57,2001-09-08,2,@,Oklahoma,45,L,10,37,-27,12,26,46.2,180,1,2,39,117,3.0,0,1,3,1,29,42,69.0,353,2,29,190,6.6,3,2,1,3,5
Northern Illinois,79,2001-09-08,2,@,Illinois,27,L,12,17,-5,17,44,38.6,159,1,2,44,214,4.9,0,0,2,1,17,34,50.0,241,2,37,102,2.8,0,0,0,0,2
Notre Dame,70,2001-09-08,1,@,Nebraska,34,L,10,27,-17,16,32,50.0,119,0,2,30,43,1.4,1,2,4,1,6,9,66.7,88,1,52,182,3.5,2,2,0,2,3
Ohio,80,2001-09-08,2,@,West Virginia,50,L,3,20,-17,5,8,62.5,87,0,0,58,223,3.8,0,2,2,0,14,26,53.8,139,0,49,211,4.3,2,0,0,0,2
Ohio St.,36,2001-09-08,1,,Akron,71,W,28,14,14,17,29,58.6,289,2,1,56,236,4.2,2,2,3,4,15,32,46.9,134,1,33,114,3.5,0,1,0,1,2
Oklahoma,45,2001-09-08,3,,North Texas,57,W,37,10,27,29,42,69.0,353,2,1,29,190,6.6,3,2,3,5,12,26,46.2,180,1,39,117,3.0,0,1,2,3,1
Oklahoma St.,46,2001-09-08,2,,Louisiana Tech,54,W,30,23,7,11,22,50.0,137,0,1,48,165,3.4,2,2,3,3,29,54,53.7,286,1,26,13,0.5,0,1,2,3,2
Ole Miss,116,2001-09-08,2,@,Auburn,109,L,21,27,-6,24,39,61.5,265,1,1,23,50,2.2,2,3,4,3,15,19,78.9,142,0,52,194,3.7,3,1,1,2,3
Oregon,99,2001-09-08,2,,Utah,104,W,24,10,14,18,28,64.3,270,2,0,32,107,3.3,1,0,0,3,25,51,49.0,252,0,35,121,3.5,1,0,1,1,1
Oregon St.,100,2001-09-08,2,@,New Mexico State,69,W,27,22,5,16,27,59.3,207,0,1,46,217,4.7,3,0,1,3,15,29,51.7,206,1,43,161,3.7,2,1,0,1,3
Pittsburgh,22,2001-09-08,2,,South Florida,9,L,26,35,-9,30,51,58.8,371,3,1,29,12,0.4,1,2,3,4,37,65,56.9,343,4,32,100,3.1,1,1,1,2,5
Rice,59,2001-09-08,2,,Duke,15,W,15,13,2,11,18,61.1,116,0,0,57,154,2.7,2,1,1,2,15,26,57.7,189,1,42,139,3.3,1,2,1,3,2
Rutgers,39,2001-09-08,2,@,Miami (FL),19,L,0,61,-61,9,22,40.9,62,0,1,40,64,1.6,0,5,6,0,14,26,53.8,315,2,42,227,5.4,4,1,1,2,8
San Diego St.,90,2001-09-08,2,@,Arizona St.,96,L,7,38,-31,10,29,34.5,102,0,1,35,88,2.5,1,1,2,1,27,36,75.0,271,4,39,154,3.9,0,1,0,1,5
San Jose St.,91,2001-09-08,2,@,Colorado,98,L,15,51,-36,22,41,53.7,180,1,2,27,125,4.6,1,0,2,2,19,31,61.3,297,2,55,263,4.8,4,0,0,0,7
SMU,8,2001-09-08,2,,TCU,47,L,10,38,-28,14,30,46.7,109,1,1,30,39,1.3,0,2,3,1,13,21,61.9,119,0,47,171,3.6,3,1,2,3,5
South Carolina,117,2001-09-08,2,@,Georgia,111,W,14,9,5,19,29,65.5,193,1,0,36,43,1.2,1,1,1,2,21,35,60.0,169,0,39,113,2.9,0,0,2,2,0
South Florida,9,2001-09-08,2,@,Pittsburgh,22,W,35,26,9,37,65,56.9,343,4,1,32,100,3.1,1,1,2,5,30,51,58.8,371,3,29,12,0.4,1,2,1,3,4
Stanford,101,2001-09-08,1,,Boston College,13,W,38,22,16,15,30,50.0,232,4,0,43,160,3.7,1,1,1,5,17,41,41.5,202,3,36,130,3.6,0,0,2,2,3
Syracuse,23,2001-09-08,3,,Central Florida,1,W,21,10,11,9,18,50.0,155,0,1,53,205,3.9,3,0,1,3,13,34,38.2,253,1,30,100,3.3,0,1,2,3,1
Temple,10,2001-09-08,2,,Toledo,81,L,7,33,-26,13,31,41.9,166,1,3,22,-27,-1.2,0,2,5,1,17,28,60.7,231,2,49,179,3.7,2,0,3,3,4
Tennessee,118,2001-09-08,2,@,Arkansas,108,W,13,3,10,13,17,76.5,136,0,0,55,183,3.3,1,1,1,1,8,16,50.0,73,0,26,19,0.7,0,0,2,2,0
Texas,48,2001-09-08,2,,North Carolina,21,W,44,14,30,17,37,45.9,167,0,0,35,159,4.5,3,2,2,5,10,30,33.3,116,0,38,95,2.5,2,0,3,3,2
TCU,47,2001-09-08,3,@,SMU,8,W,38,10,28,13,21,61.9,119,0,2,47,171,3.6,3,1,3,5,14,30,46.7,109,1,30,39,1.3,0,2,1,3,1
Texas Tech,49,2001-09-08,1,,New Mexico,89,W,42,30,12,30,49,61.2,364,3,2,28,62,2.2,0,0,2,5,11,24,45.8,122,1,47,210,4.5,3,1,0,1,4
Toledo,81,2001-09-08,2,@,Temple,10,W,33,7,26,17,28,60.7,231,2,3,49,179,3.7,2,0,3,4,13,31,41.9,166,1,22,-27,-1.2,0,2,3,5,1
Troy,129,2001-09-08,2,@,Middle Tennessee,56,L,17,54,-37,25,42,59.5,268,2,2,27,61,2.3,0,0,2,2,20,28,71.4,328,2,55,313,5.7,6,1,1,2,8
Tulane,11,2001-09-08,3,,East Carolina,4,L,24,51,-27,29,53,54.7,288,3,2,38,141,3.7,0,2,4,3,11,22,50.0,220,1,45,319,7.1,4,0,0,0,6
UAB,61,2001-09-08,2,@,Florida St.,16,L,7,29,-22,13,27,48.1,149,0,1,29,83,2.9,1,1,2,1,15,23,65.2,246,1,41,135,3.3,2,0,0,0,3
Central Florida,1,2001-09-08,2,@,Syracuse,23,L,10,21,-11,13,34,38.2,253,1,2,30,100,3.3,0,1,3,1,9,18,50.0,155,0,53,205,3.9,3,0,1,1,3
UCLA,102,2001-09-08,2,@,Kansas,43,W,41,17,24,13,19,68.4,183,1,0,61,292,4.8,3,3,3,5,12,33,36.4,156,0,36,86,2.4,2,1,2,3,2
USC,103,2001-09-08,2,,Kansas St.,44,L,6,10,-4,16,36,44.4,197,0,0,30,100,3.3,1,1,1,1,7,16,43.8,26,0,57,340,6.0,1,1,1,2,1
Utah,104,2001-09-08,2,@,Oregon,99,L,10,24,-14,25,51,49.0,252,0,1,35,121,3.5,1,0,1,1,18,28,64.3,270,2,32,107,3.3,1,0,0,0,3
Utah St.,93,2001-09-08,2,@,LSU,113,L,14,31,-17,30,52,57.7,235,1,2,24,91,3.8,1,2,4,2,13,24,54.2,229,0,43,275,6.4,4,3,0,3,4
UTEP,62,2001-09-08,2,,Texas Southern,256,W,52,6,46,10,28,35.7,122,1,2,51,305,6.0,5,0,2,7,7,25,28.0,90,1,40,116,2.9,0,2,3,5,1
Vanderbilt,120,2001-09-08,2,,Alabama,107,L,9,12,-3,17,35,48.6,253,0,0,35,143,4.1,0,1,1,0,10,17,58.8,128,0,43,229,5.3,0,0,0,0,0
Virginia Tech,25,2001-09-08,2,,Western Michigan,82,W,31,0,31,14,26,53.8,156,1,0,58,271,4.7,3,2,2,4,15,31,48.4,132,0,23,34,1.5,0,0,1,1,0
Wake Forest,26,2001-09-08,2,,Appalachian St.,121,W,20,10,10,12,19,63.2,174,1,0,55,209,3.8,1,3,3,2,15,25,60.0,125,0,33,157,4.8,1,1,2,3,1
Washington,105,2001-09-08,1,,Michigan,31,W,23,18,5,13,22,59.1,199,0,0,35,69,2.0,0,0,0,2,26,45,57.8,248,2,37,124,3.4,0,0,2,2,2
Washington St.,106,2001-09-08,2,@,Boise St.,84,W,41,20,21,24,35,68.6,380,4,0,39,110,2.8,1,1,1,6,18,38,47.4,316,3,31,54,1.7,0,0,3,3,3
West Virginia,50,2001-09-08,2,,Ohio,80,W,20,3,17,14,26,53.8,139,0,0,49,211,4.3,2,0,0,2,5,8,62.5,87,0,58,223,3.8,0,2,0,2,0
Western Michigan,82,2001-09-08,2,@,Virginia Tech,25,L,0,31,-31,15,31,48.4,132,0,1,23,34,1.5,0,0,1,0,14,26,53.8,156,1,58,271,4.7,3,2,0,2,4
Wisconsin,40,2001-09-08,3,,Fresno St.,86,L,20,32,-12,13,31,41.9,246,1,2,34,128,3.8,1,0,2,2,22,38,57.9,240,2,46,174,3.8,0,0,1,1,3
Mississippi St.,114,2001-09-20,2,,South Carolina,117,L,14,16,-2,27,46,58.7,261,1,1,34,119,3.5,1,1,2,2,7,16,43.8,60,0,46,238,5.2,1,0,0,0,1
Nebraska,34,2001-09-20,4,,Rice,59,W,48,3,45,12,15,80.0,205,3,0,53,292,5.5,4,0,0,7,8,25,32.0,169,0,47,196,4.2,0,0,2,2,0
Rice,59,2001-09-20,3,@,Nebraska,34,L,3,48,-45,8,25,32.0,169,0,2,47,196,4.2,0,0,2,0,12,15,80.0,205,3,53,292,5.5,4,0,0,0,7
South Carolina,117,2001-09-20,3,@,Mississippi St.,114,W,16,14,2,7,16,43.8,60,0,0,46,238,5.2,1,0,0,1,27,46,58.7,261,1,34,119,3.5,1,1,1,2,2
Akron,71,2001-09-22,3,@,Purdue,38,L,14,33,-19,15,25,60.0,133,1,2,47,133,2.8,1,1,3,2,22,41,53.7,292,2,36,179,5.0,2,0,2,2,4
Alabama,107,2001-09-22,3,,Arkansas,108,W,31,10,21,9,16,56.3,133,1,0,34,116,3.4,1,2,2,4,22,40,55.0,209,0,46,106,2.3,1,2,2,4,1
Arizona,95,2001-09-22,3,,UNLV,92,W,38,21,17,19,34,55.9,256,3,0,37,184,5.0,1,2,2,5,7,20,35.0,156,1,37,124,3.4,1,2,0,2,3
Arizona St.,96,2001-09-22,2,@,Stanford,101,L,28,51,-23,23,47,48.9,418,3,2,23,86,3.7,0,1,3,3,22,33,66.7,325,4,44,223,5.1,3,0,0,0,7
Arkansas,108,2001-09-22,3,@,Alabama,107,L,10,31,-21,22,40,55.0,209,0,2,46,106,2.3,1,2,4,1,9,16,56.3,133,1,34,116,3.4,1,2,0,2,4
Arkansas St.,122,2001-09-22,3,,Jacksonville State,204,L,28,31,-3,11,27,40.7,191,3,2,21,142,6.8,1,0,2,4,10,20,50.0,124,1,66,324,4.9,3,0,1,1,4
Army,65,2001-09-22,2,@,UAB,61,L,3,55,-52,21,36,58.3,191,0,4,21,46,2.2,0,2,6,0,19,25,76.0,220,2,49,239,4.9,4,0,0,0,7
Auburn,109,2001-09-22,3,@,Syracuse,23,L,14,31,-17,13,23,56.5,172,1,1,40,182,4.6,1,4,5,2,6,15,40.0,74,0,52,239,4.6,4,0,0,0,4
Ball St.,72,2001-09-22,3,,Northern Iowa,186,L,39,42,-3,20,32,62.5,271,2,1,56,235,4.2,3,2,3,5,15,26,57.7,213,2,32,124,3.9,2,2,0,2,5
Baylor,41,2001-09-22,2,,New Mexico,89,W,16,13,3,26,47,55.3,223,1,2,37,72,1.9,0,1,3,1,13,29,44.8,258,1,45,102,2.3,0,2,2,4,1
Boise St.,84,2001-09-22,3,,UTEP,62,W,42,17,25,8,13,61.5,155,3,0,53,224,4.2,3,2,2,6,16,28,57.1,153,2,42,160,3.8,0,0,2,2,2
Boston College,13,2001-09-22,3,@,Navy,7,W,38,21,17,19,26,73.1,247,4,0,44,232,5.3,1,0,0,5,4,9,44.4,124,1,51,177,3.5,2,1,2,3,3
Bowling Green,73,2001-09-22,3,,Temple,10,W,42,23,19,18,35,51.4,194,2,2,28,54,1.9,1,1,3,6,26,51,51.0,327,2,32,29,0.9,0,1,3,4,3
Buffalo,74,2001-09-22,3,@,Connecticut,3,W,37,20,17,23,41,56.1,237,1,0,45,149,3.3,3,2,2,4,7,22,31.8,106,1,35,115,3.3,0,0,3,3,2
California,97,2001-09-22,3,@,Washington St.,106,L,20,51,-31,20,49,40.8,296,2,2,27,71,2.6,0,2,4,2,23,47,48.9,513,4,36,92,2.6,2,0,1,1,6
Central Michigan,75,2001-09-22,3,,Toledo,81,L,28,52,-24,25,42,59.5,280,3,2,41,118,2.9,1,1,3,4,15,25,60.0,173,2,45,289,6.4,5,0,0,0,7
Cincinnati,2,2001-09-22,3,@,Miami (OH),78,L,14,21,-7,22,37,59.5,206,0,1,25,77,3.1,2,0,1,2,20,25,80.0,264,2,43,199,4.6,1,0,0,0,3
Clemson,14,2001-09-22,3,,Virginia,24,L,24,26,-2,25,34,73.5,251,0,2,51,182,3.6,3,1,3,3,18,34,52.9,227,2,35,160,4.6,1,0,1,1,3
Colorado,98,2001-09-22,4,,Kansas,43,W,27,16,11,12,25,48.0,186,1,1,48,338,7.0,2,0,1,3,12,25,48.0,165,1,44,113,2.6,0,0,0,0,1
Colorado St.,85,2001-09-22,3,,San Diego St.,90,L,7,14,-7,11,30,36.7,119,1,1,29,93,3.2,0,0,1,1,17,25,68.0,200,0,50,170,3.4,2,1,0,1,2
Connecticut,3,2001-09-22,3,,Buffalo,74,L,20,37,-17,7,22,31.8,106,1,3,35,115,3.3,0,0,3,2,23,41,56.1,237,1,45,149,3.3,3,2,0,2,4
Duke,15,2001-09-22,3,,Northwestern,35,L,7,44,-37,17,36,47.2,171,1,4,32,137,4.3,0,0,4,1,23,37,62.2,335,1,49,303,6.2,4,0,1,1,5
East Carolina,4,2001-09-22,3,,William & Mary,163,W,38,23,15,12,24,50.0,245,3,1,29,199,6.9,2,1,2,5,19,33,57.6,292,1,56,180,3.2,2,2,0,2,3
Eastern Michigan,76,2001-09-22,3,,Indiana State,183,L,14,21,-7,16,33,48.5,179,1,0,31,89,2.9,0,0,0,1,9,17,52.9,101,1,49,168,3.4,2,0,1,1,3
Florida,110,2001-09-22,3,@,Kentucky,112,W,44,10,34,25,40,62.5,397,5,0,32,168,5.3,1,3,3,6,23,39,59.0,203,1,21,85,4.0,0,0,0,0,1
Florida St.,16,2001-09-22,3,@,North Carolina,21,L,9,41,-32,9,25,36.0,136,1,1,37,88,2.4,0,4,5,1,14,30,46.7,232,3,41,69,1.7,2,0,2,2,5
Fresno St.,86,2001-09-22,4,@,Tulsa,12,W,37,18,19,22,29,75.9,314,3,1,33,199,6.0,1,0,1,4,24,41,58.5,210,0,39,145,3.7,2,0,2,2,2
Hawaii,87,2001-09-22,2,@,Nevada,88,L,20,28,-8,25,38,65.8,303,2,1,20,45,2.3,0,0,1,2,21,28,75.0,231,3,51,220,4.3,0,0,0,0,3
Houston,5,2001-09-22,2,,Texas,48,L,26,53,-27,20,33,60.6,364,3,1,30,68,2.3,1,2,3,4,22,37,59.5,341,4,39,193,4.9,3,1,1,2,7
Idaho,133,2001-09-22,3,@,Washington,105,L,3,53,-50,12,28,42.9,120,0,2,34,130,3.8,0,0,2,0,19,26,73.1,222,1,45,212,4.7,3,1,1,2,7
Illinois,27,2001-09-22,3,,Louisville,18,W,34,10,24,18,39,46.2,301,2,2,42,203,4.8,1,0,2,4,22,39,56.4,309,1,25,29,1.2,0,2,3,5,1
Indiana,28,2001-09-22,2,,Utah,104,L,26,28,-2,13,23,56.5,157,1,1,44,229,5.2,3,0,1,4,21,29,72.4,278,2,43,169,3.9,2,1,0,1,4
Iowa St.,42,2001-09-22,2,@,Ohio,80,W,31,28,3,15,28,53.6,250,0,2,53,308,5.8,4,0,2,4,8,12,66.7,151,2,44,285,6.5,2,1,0,1,4
Kansas,43,2001-09-22,3,@,Colorado,98,L,16,27,-11,12,25,48.0,165,1,0,44,113,2.6,0,0,0,1,12,25,48.0,186,1,48,338,7.0,2,0,1,1,3
Kansas St.,44,2001-09-22,2,,New Mexico State,69,W,64,0,64,11,19,57.9,251,2,1,53,277,5.2,6,0,1,9,9,23,39.1,70,0,43,45,1.0,0,1,2,3,0
Kent State,77,2001-09-22,3,@,West Virginia,50,L,14,34,-20,13,33,39.4,117,1,2,42,176,4.2,1,1,3,2,27,34,79.4,286,2,51,217,4.3,2,2,0,2,4
Kentucky,112,2001-09-22,3,,Florida,110,L,10,44,-34,23,39,59.0,203,1,0,21,85,4.0,0,0,0,1,25,40,62.5,397,5,32,168,5.3,1,3,0,3,6
Louisiana,126,2001-09-22,3,,Southern Miss,60,L,10,35,-25,10,39,25.6,137,0,3,17,7,0.4,1,0,3,1,21,35,60.0,272,1,44,104,2.4,3,1,1,2,4
UL Monroe,130,2001-09-22,3,,Middle Tennessee,56,L,20,38,-18,23,41,56.1,283,2,1,23,84,3.7,1,1,2,3,30,37,81.1,323,2,48,186,3.9,3,3,0,3,5
Louisville,18,2001-09-22,4,@,Illinois,27,L,10,34,-24,22,39,56.4,309,1,3,25,29,1.2,0,2,5,1,18,39,46.2,301,2,42,203,4.8,1,0,2,2,4
Maryland,30,2001-09-22,3,@,Wake Forest,26,W,27,20,7,16,23,69.6,222,0,2,51,297,5.8,3,0,2,3,17,32,53.1,216,1,46,163,3.5,1,1,1,2,2
Memphis,6,2001-09-22,3,,South Florida,9,W,17,9,8,15,20,75.0,164,1,1,43,161,3.7,1,3,4,2,25,62,40.3,276,0,23,124,5.4,0,1,3,4,1
Miami (OH),78,2001-09-22,3,,Cincinnati,2,W,21,14,7,20,25,80.0,264,2,0,43,199,4.6,1,0,0,3,22,37,59.5,206,0,25,77,3.1,2,0,1,1,2
Michigan,31,2001-09-22,3,,Western Michigan,82,W,38,21,17,18,30,60.0,284,2,0,39,188,4.8,3,0,0,5,36,58,62.1,374,2,25,13,0.5,1,0,2,2,3
Michigan St.,32,2001-09-22,2,@,Notre Dame,70,W,17,10,7,14,25,56.0,208,2,0,40,124,3.1,0,0,0,2,13,24,54.2,124,1,43,156,3.6,0,1,1,2,1
Middle Tennessee,56,2001-09-22,3,@,UL Monroe,130,W,38,20,18,30,37,81.1,323,2,0,48,186,3.9,3,3,3,5,23,41,56.1,283,2,23,84,3.7,1,1,1,2,3
Navy,7,2001-09-22,3,,Boston College,13,L,21,38,-17,4,9,44.4,124,1,2,51,177,3.5,2,1,3,3,19,26,73.1,247,4,44,232,5.3,1,0,0,0,5
Nevada,88,2001-09-22,3,,Hawaii,87,W,28,20,8,21,28,75.0,231,3,0,51,220,4.3,0,0,0,3,25,38,65.8,303,2,20,45,2.3,0,0,1,1,2
New Mexico,89,2001-09-22,3,@,Baylor,41,L,13,16,-3,13,29,44.8,258,1,2,45,102,2.3,0,2,4,1,26,47,55.3,223,1,37,72,1.9,0,1,2,3,1
New Mexico State,69,2001-09-22,4,@,Kansas St.,44,L,0,64,-64,9,23,39.1,70,0,2,43,45,1.0,0,1,3,0,11,19,57.9,251,2,53,277,5.2,6,0,1,1,9
North Carolina,21,2001-09-22,4,,Florida St.,16,W,41,9,32,14,30,46.7,232,3,2,41,69,1.7,2,0,2,5,9,25,36.0,136,1,37,88,2.4,0,4,1,5,1
NC State,20,2001-09-22,2,@,SMU,8,W,26,17,9,21,31,67.7,215,0,1,26,73,2.8,2,0,1,3,13,23,56.5,151,2,44,165,3.8,0,2,1,3,2
North Texas,57,2001-09-22,3,,Texas Tech,49,L,14,42,-28,14,32,43.8,125,1,2,38,160,4.2,1,2,4,2,35,46,76.1,286,2,27,121,4.5,2,0,0,0,6
Northern Illinois,79,2001-09-22,3,,Sam Houston State,244,W,41,16,25,15,26,57.7,279,3,0,52,160,3.1,1,0,0,5,25,38,65.8,318,2,34,86,2.5,0,1,2,3,2
Northwestern,35,2001-09-22,2,@,Duke,15,W,44,7,37,23,37,62.2,335,1,1,49,303,6.2,4,0,1,5,17,36,47.2,171,1,32,137,4.3,0,0,4,4,1
Notre Dame,70,2001-09-22,2,,Michigan St.,32,L,10,17,-7,13,24,54.2,124,1,1,43,156,3.6,0,1,2,1,14,25,56.0,208,2,40,124,3.1,0,0,0,0,2
Ohio,80,2001-09-22,3,,Iowa St.,42,L,28,31,-3,8,12,66.7,151,2,0,44,285,6.5,2,1,1,4,15,28,53.6,250,0,53,308,5.8,4,0,2,2,4
Ohio St.,36,2001-09-22,2,@,UCLA,102,L,6,13,-7,5,23,21.7,45,0,2,35,121,3.5,0,0,2,1,16,26,61.5,262,1,41,61,1.5,0,4,0,4,1
